transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,hour,timeslot
213,2023-01-01,12:56:59,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,12,Afternoon
214,2023-01-01,12:58:54,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,12,Afternoon
215,2023-01-01,12:59:06,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,12,Afternoon
216,2023-01-01,13:00:38,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,13,Afternoon
217,2023-01-01,13:01:33,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,13,Afternoon
218,2023-01-01,13:02:40,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,13,Afternoon
219,2023-01-01,13:02:40,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,13,Afternoon
220,2023-01-01,13:02:52,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,13,Afternoon
221,2023-01-01,13:03:13,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,13,Afternoon
222,2023-01-01,13:04:01,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,13,Afternoon
223,2023-01-01,13:04:01,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,13,Afternoon
224,2023-01-01,13:04:22,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,13,Afternoon
225,2023-01-01,13:04:37,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,13,Afternoon
226,2023-01-01,13:04:51,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,13,Afternoon
227,2023-01-01,13:05:56,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,13,Afternoon
228,2023-01-01,13:07:37,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,13,Afternoon
229,2023-01-01,13:09:03,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,13,Afternoon
230,2023-01-01,13:12:03,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,13,Afternoon
231,2023-01-01,13:13:09,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,13,Afternoon
232,2023-01-01,13:17:30,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,13,Afternoon
233,2023-01-01,13:17:32,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,13,Afternoon
234,2023-01-01,13:18:34,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,13,Afternoon
235,2023-01-01,13:19:09,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,13,Afternoon
236,2023-01-01,13:19:09,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,13,Afternoon
237,2023-01-01,13:19:36,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,13,Afternoon
238,2023-01-01,13:19:56,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,13,Afternoon
239,2023-01-01,13:20:51,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,13,Afternoon
240,2023-01-01,13:21:23,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,13,Afternoon
241,2023-01-01,13:22:11,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,13,Afternoon
242,2023-01-01,13:22:45,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,13,Afternoon
243,2023-01-01,13:23:54,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,13,Afternoon
244,2023-01-01,13:24:29,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,13,Afternoon
245,2023-01-01,13:30:49,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,13,Afternoon
246,2023-01-01,13:32:07,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,13,Afternoon
247,2023-01-01,13:32:34,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,13,Afternoon
248,2023-01-01,13:34:12,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,13,Afternoon
249,2023-01-01,13:38:09,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,13,Afternoon
250,2023-01-01,13:38:11,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,13,Afternoon
251,2023-01-01,13:39:41,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,13,Afternoon
252,2023-01-01,13:40:47,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,13,Afternoon
253,2023-01-01,13:41:09,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,13,Afternoon
254,2023-01-01,13:42:10,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,13,Afternoon
255,2023-01-01,13:42:49,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,13,Afternoon
256,2023-01-01,13:42:58,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,13,Afternoon
257,2023-01-01,13:42:58,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,13,Afternoon
258,2023-01-01,13:43:18,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,13,Afternoon
259,2023-01-01,13:43:18,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,13,Afternoon
260,2023-01-01,13:43:41,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,13,Afternoon
261,2023-01-01,13:44:26,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,13,Afternoon
262,2023-01-01,13:47:51,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,13,Afternoon
263,2023-01-01,13:49:03,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,13,Afternoon
264,2023-01-01,13:50:09,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,13,Afternoon
265,2023-01-01,13:50:47,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,13,Afternoon
266,2023-01-01,13:51:56,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,13,Afternoon
267,2023-01-01,13:53:04,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,13,Afternoon
268,2023-01-01,13:53:31,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,13,Afternoon
269,2023-01-01,13:54:18,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,13,Afternoon
270,2023-01-01,13:55:04,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,13,Afternoon
271,2023-01-01,13:55:50,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,13,Afternoon
272,2023-01-01,13:56:15,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,13,Afternoon
273,2023-01-01,13:56:24,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,13,Afternoon
274,2023-01-01,13:57:34,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,13,Afternoon
275,2023-01-01,13:57:34,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,13,Afternoon
276,2023-01-01,13:58:10,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,13,Afternoon
277,2023-01-01,13:58:11,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,13,Afternoon
278,2023-01-01,13:59:58,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,13,Afternoon
279,2023-01-01,14:03:34,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,14,Afternoon
280,2023-01-01,14:03:34,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,14,Afternoon
281,2023-01-01,14:03:41,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,14,Afternoon
282,2023-01-01,14:07:12,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,14,Afternoon
283,2023-01-01,14:07:56,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,14,Afternoon
284,2023-01-01,14:08:03,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,14,Afternoon
285,2023-01-01,14:08:03,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,14,Afternoon
286,2023-01-01,14:11:14,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,14,Afternoon
287,2023-01-01,14:13:28,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,14,Afternoon
288,2023-01-01,14:19:57,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,14,Afternoon
289,2023-01-01,14:20:06,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,14,Afternoon
290,2023-01-01,14:20:08,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,14,Afternoon
291,2023-01-01,14:22:01,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,14,Afternoon
292,2023-01-01,14:22:38,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,14,Afternoon
293,2023-01-01,14:23:28,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,14,Afternoon
294,2023-01-01,14:23:28,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,14,Afternoon
295,2023-01-01,14:24:55,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,14,Afternoon
296,2023-01-01,14:24:55,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,14,Afternoon
297,2023-01-01,14:25:32,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,14,Afternoon
298,2023-01-01,14:25:39,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,14,Afternoon
299,2023-01-01,14:26:36,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,14,Afternoon
300,2023-01-01,14:29:05,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,14,Afternoon
301,2023-01-01,14:29:50,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,14,Afternoon
302,2023-01-01,14:29:50,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,14,Afternoon
303,2023-01-01,14:30:51,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,14,Afternoon
304,2023-01-01,14:30:58,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,14,Afternoon
305,2023-01-01,14:31:26,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,14,Afternoon
306,2023-01-01,14:32:20,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,14,Afternoon
307,2023-01-01,14:32:42,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,14,Afternoon
308,2023-01-01,14:32:54,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,14,Afternoon
309,2023-01-01,14:35:47,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,14,Afternoon
310,2023-01-01,14:36:23,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,14,Afternoon
311,2023-01-01,14:36:35,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,14,Afternoon
312,2023-01-01,14:37:48,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,14,Afternoon
313,2023-01-01,14:39:06,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,14,Afternoon
314,2023-01-01,14:39:48,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,14,Afternoon
315,2023-01-01,14:42:39,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,14,Afternoon
316,2023-01-01,14:43:13,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,14,Afternoon
317,2023-01-01,14:45:31,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,14,Afternoon
318,2023-01-01,14:46:09,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,14,Afternoon
319,2023-01-01,14:47:29,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,14,Afternoon
320,2023-01-01,14:47:29,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,14,Afternoon
321,2023-01-01,14:49:49,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,14,Afternoon
322,2023-01-01,14:51:19,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,14,Afternoon
323,2023-01-01,14:55:34,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,14,Afternoon
324,2023-01-01,14:58:07,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,14,Afternoon
325,2023-01-01,14:58:35,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,14,Afternoon
326,2023-01-01,15:02:04,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,15,Afternoon
327,2023-01-01,15:02:28,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,15,Afternoon
328,2023-01-01,15:06:27,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,15,Afternoon
329,2023-01-01,15:08:28,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,15,Afternoon
330,2023-01-01,15:09:37,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,15,Afternoon
331,2023-01-01,15:09:54,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,15,Afternoon
332,2023-01-01,15:10:10,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,15,Afternoon
333,2023-01-01,15:10:10,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,15,Afternoon
334,2023-01-01,15:12:22,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,15,Afternoon
335,2023-01-01,15:12:54,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,15,Afternoon
336,2023-01-01,15:14:19,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,15,Afternoon
337,2023-01-01,15:16:37,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,15,Afternoon
338,2023-01-01,15:18:56,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,15,Afternoon
339,2023-01-01,15:19:34,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,15,Afternoon
340,2023-01-01,15:21:05,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,15,Afternoon
341,2023-01-01,15:22:11,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,15,Afternoon
342,2023-01-01,15:24:01,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,15,Afternoon
343,2023-01-01,15:25:09,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,15,Afternoon
344,2023-01-01,15:27:11,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,15,Afternoon
345,2023-01-01,15:28:29,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,15,Afternoon
346,2023-01-01,15:28:54,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,15,Afternoon
347,2023-01-01,15:29:24,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,15,Afternoon
348,2023-01-01,15:29:24,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,15,Afternoon
349,2023-01-01,15:30:16,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,15,Afternoon
350,2023-01-01,15:30:27,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,15,Afternoon
351,2023-01-01,15:30:58,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,15,Afternoon
352,2023-01-01,15:30:58,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,15,Afternoon
353,2023-01-01,15:33:36,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,15,Afternoon
354,2023-01-01,15:33:36,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,15,Afternoon
355,2023-01-01,15:34:10,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,15,Afternoon
356,2023-01-01,15:34:10,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,15,Afternoon
357,2023-01-01,15:36:59,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,15,Afternoon
358,2023-01-01,15:39:44,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,15,Afternoon
359,2023-01-01,15:42:20,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,15,Afternoon
360,2023-01-01,15:45:16,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,15,Afternoon
361,2023-01-01,15:46:34,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,15,Afternoon
362,2023-01-01,15:51:15,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,15,Afternoon
363,2023-01-01,15:52:23,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,15,Afternoon
364,2023-01-01,15:52:23,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,15,Afternoon
365,2023-01-01,15:53:55,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,15,Afternoon
366,2023-01-01,15:55:45,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,15,Afternoon
367,2023-01-01,15:55:50,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,15,Afternoon
368,2023-01-01,15:58:55,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,15,Afternoon
369,2023-01-01,16:00:23,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,16,Afternoon
370,2023-01-01,16:02:07,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,16,Afternoon
371,2023-01-01,16:03:30,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,16,Afternoon
372,2023-01-01,16:03:54,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,16,Afternoon
373,2023-01-01,16:04:10,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,16,Afternoon
374,2023-01-01,16:06:04,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,16,Afternoon
375,2023-01-01,16:07:20,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,16,Afternoon
376,2023-01-01,16:08:59,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,16,Afternoon
377,2023-01-01,16:10:37,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,16,Afternoon
378,2023-01-01,16:12:00,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,16,Afternoon
379,2023-01-01,16:17:06,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,16,Afternoon
380,2023-01-01,16:17:52,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,16,Afternoon
381,2023-01-01,16:19:00,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,16,Afternoon
382,2023-01-01,16:19:17,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,16,Afternoon
383,2023-01-01,16:19:26,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,16,Afternoon
384,2023-01-01,16:20:07,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,16,Afternoon
385,2023-01-01,16:22:07,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,16,Afternoon
386,2023-01-01,16:22:38,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,16,Afternoon
387,2023-01-01,16:25:28,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,16,Afternoon
388,2023-01-01,16:27:42,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,16,Afternoon
389,2023-01-01,16:28:00,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,16,Afternoon
390,2023-01-01,16:28:57,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,16,Afternoon
391,2023-01-01,16:29:36,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,16,Afternoon
392,2023-01-01,16:30:12,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,16,Afternoon
393,2023-01-01,16:33:35,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,16,Afternoon
394,2023-01-01,16:35:11,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,16,Afternoon
395,2023-01-01,16:39:24,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,16,Afternoon
396,2023-01-01,16:39:27,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,16,Afternoon
397,2023-01-01,16:40:18,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,16,Afternoon
398,2023-01-01,16:40:19,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,16,Afternoon
399,2023-01-01,16:41:51,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,16,Afternoon
400,2023-01-01,16:43:33,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,16,Afternoon
401,2023-01-01,16:44:46,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,16,Afternoon
402,2023-01-01,16:47:05,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,16,Afternoon
403,2023-01-01,16:47:05,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,16,Afternoon
404,2023-01-01,16:48:31,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,16,Afternoon
405,2023-01-01,16:49:19,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,16,Afternoon
406,2023-01-01,16:49:19,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,16,Afternoon
407,2023-01-01,16:49:38,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,16,Afternoon
408,2023-01-01,16:52:13,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,16,Afternoon
409,2023-01-01,16:52:51,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,16,Afternoon
410,2023-01-01,16:56:48,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,16,Afternoon
411,2023-01-01,16:58:42,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,16,Afternoon
412,2023-01-01,16:58:42,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,16,Afternoon
413,2023-01-01,17:01:03,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,17,Evening
414,2023-01-01,17:01:31,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,17,Evening
415,2023-01-01,17:03:21,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,17,Evening
416,2023-01-01,17:05:44,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,17,Evening
417,2023-01-01,17:09:18,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,17,Evening
418,2023-01-01,17:10:34,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,17,Evening
419,2023-01-01,17:10:35,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,17,Evening
420,2023-01-01,17:11:58,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,17,Evening
421,2023-01-01,17:13:17,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,17,Evening
